Education,JoiningYear,City,PaymentTier,Age,Gender,EverBenched,ExperienceInCurrentDomain,LeaveOrNot
Any,Any,Any,Any,Any,Any,No,Any,0
Bachelors,Any,Any,Any,Any,Any,Any,Any,1
Any,Any,Any,Any,"[20,30)",Any,No,Any,0
Any,Any,Any,Any,Any,Any,No,Any,0
Any,Any,Any,Any,Any,Any,Any,Any,0
Bachelors,Any,Any,Any,Any,Any,Any,Any,1
Bachelors,Any,Any,3,Any,Any,No,Any,0
Any,Any,Any,Any,Any,Any,Any,"[0,5)",1
Any,Any,Any,Any,Any,Any,No,"[0,5)",1
Bachelors,"[2015,2020)",Bangalore,3,Any,Any,Any,"[0,5)",1
Any,Any,Any,Any,Any,Any,Any,"[0,5)",1
Bachelors,Any,Any,Any,Any,Any,No,Any,0
Any,Any,Any,3,Any,Any,No,Any,0
